Version ID	Master ID	Skeletal code	Publication	Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)	Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Group ID	Locality	Country	Lat.	Long.	Data source	Coverage on autosomal targets	SNPs hit on autosomal targets	Sex	Y haplogroup in terminal mutation notation (automatically called)	Y haplogroup  in ISOGG v15.73 notation (automatically called)	mt haplogroup	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"
I0984	I0984	992, kurgan 2, burial 7, skeleton 4 / 996, kurgan 2, burial 6, skeleton 2	NarasimhanPattersonScience2019	Direct: IntCal20	3870	52	2024-1779 calBCE (3572±29 BP, OxA-12530)	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.990519	673056	M	R-Z2124	R1a1a1b2a2	T2e2	PASS	..
I1020	I1020	982, kurgan 2, burial 15	NarasimhanPattersonScience2019	Direct: IntCal20	3841	59	2016-1773 calBCE (3555±31 BP, OxA-12533)	Russia_MLBA_Sintashta_o2	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.914	629838	M	R-Y20993	R1b1a1b1b3	J2b1d	PASS	..
KDC001	KDC001	KDC001.A0101, BZNK-301/1, Kudachurt, kurgan 14, grave 218	WangNatureCommunications2019	Direct: IntCal20; R_combine	3838	44	1950-1778 calBCE (3551±17 BP) [R_combine: (3548±23 BP, MAMS-110560); (3554±23 BP, MAMS-110561)]	Russia_North_Caucasus_MBA	Piedmont/mountains, Kudachurt	Russia	43.354032	43.721893	1240K	2.170922	715149	M	J-L283	J2b2a1	X2i	PASS	Literature
I1027	I1027	1000, kurgan 2, burial 6, skeleton 6 / 1002, kurgan 2, burial 6, skeleton 8 / 1006, kurgan 2, burial 9, skeleton 2	NarasimhanPattersonScience2019	Direct: IntCal20	3833	53	2008-1773 calBCE (3550±25 BP, PSUAMS-1954)	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	3.648	971582	M	R-Z2125	R1a1a1b2a2a~	T1a1	PASS	Xcontam=0.006
I1029	I1029	1008, kurgan 2, burial 8, skeleton 2	NarasimhanPattersonScience2019	Direct: IntCal20	3830	57	2012-1772 calBCE (3549±29 BP, OxA-12531)	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.826	580293	F	n/a (female)	n/a (female)	J1c5a	PASS	..
I0937	I0937	937, kurgan 4, burial 3	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.076196	85487	F	n/a (female)	n/a (female)	U5a1b1f	PASS	damage.ds.half=0.03-0.034
I0938	I0938	939, kurgan 4, burial 1	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.098218	108822	F	n/a (female)	n/a (female)	H2a1a	PASS	damage.ds.half=0.037-0.048
I0939	I0939	948, kurgan 4, burial 9, skeleton 2	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.606801	494348	F	n/a (female)	n/a (female)	T2e2	PASS	..
I0942	I0942	1012, kurgan 2, burial 5, skeleton 1	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.135251	147161	M	R-M198	R1a1a	H2b	PASS	damage.ds.half=0.041-0.043
I0943	I0943	1017, kurgan 2, burial 5, skeleton 1	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	1.419945	704204	F	n/a (female)	n/a (female)	J1b1a1	PASS	damage.ds.half=0.042-0.046
I0980	I0980	972, kurgan 2, trench 5	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta_o1	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.027103	31337	M	R-M269	R1b1a1b	H13a1a	PASS	..
I0982	I0982	979, kurgan 2, burial 17, skeleton 1	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.065777	74232	F	n/a (female)	n/a (female)	J2b1d	PASS	damage.ds.half=0.038
I0983	I0983	986, kurgan 2, burial 12, skeleton 4	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta_o1	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.506103	435473	F	n/a (female)	n/a (female)	J1b1a3	PASS	..
I0986	I0986	995, kurgan 2, burial 6, skeleton 1	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.11707	129135	M	R-Z645	R1a1a1	H1	PASS	..
I0989	I0989	1018, kurgan 2, burial 5, skeleton 5a	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.211599	219321	M	R-Z645	R1a1a1	H1	PASS	damage.ds.half=0.045-0.049
I1003	I1003	945, kurgan 4, burial 9, skeleton 1	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.054175	61869	M	R-M198	R1a1a	U4b1a1a1	PASS	..
I1006	I1006	956, kurgan 4, burial 5, skeleton 1	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.069187	78243	M	R-M198	R1a1a	U5a1c	PASS	..
I1007	I1007	957, kurgan 4, burial 5, skeleton 2	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta_o1	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.108994	120015	M	Q-L56	Q1b	U2e1'2'3	PASS	..
I1008	I1008	960, kurgan 4, burial 5, skeleton 5	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.313842	305260	M	R-Z2124	R1a1a1b2a2	T1a1	PASS	..
I1011	I1011	965, kurgan 2, burial 4, skeleton 4 / 966, kurgan 2, burial 4, skeleton 5	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	1.942397	856115	M	R-Z2125	R1a1a1b2a2a~	U5a2+16294	PASS	..
I1012_published	I1012	967, kurgan 2, burial 4, skeleton 6 / 971, kurgan 2, burial 8, skeleton 1	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.293272	288401	M	R-Z645	R1a1a1	U2e1h	PASS	Literature
I1013	I1013	970, kurgan 2, burial 10, skeleton 3	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.046524	53257	F	n/a (female)	n/a (female)	K1a+195	PASS	..
I1018	I1018	980, kurgan 2, burial 17, skeleton 2	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.347	329528	M	R-Z2124	R1a1a1b2a2	T2e2	PASS	..
I1019	I1019	981, kurgan 2, burial 3	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.427	386895	M	R-Z94	R1a1a1	W1c	PASS	damage.ds.half=0.048
I1022	I1022	985, kurgan 2, burial 12, skeleton 3	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.215	217336	F	n/a (female)	n/a (female)	U5a1a2a	PASS	..
I1024	I1024	993, kurgan 2, burial 7, skeleton 6	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.583	474948	F	n/a (female)	n/a (female)	H2b	PASS	damage.ds.half=0.048-0.079
I1060	I1060	968, kurgan 2, burial 10, skeleton 1	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.158	159171	F	n/a (female)	n/a (female)	T2b34	PASS	damage.ds.half=0.045
I1061	I1061	969, kurgan 2, burial 10, skeleton 2	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.224715	222649	F	n/a (female)	n/a (female)	H5a1	PASS	..
I1062	I1062	975, kurgan 2, burial 11, skeleton 1	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.16	170268	F	n/a (female)	n/a (female)	K1a+195	PASS	..
I1063	I1063	1009, kurgan 2, burial 8, skeleton 3	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.601	495925	F	n/a (female)	n/a (female)	U4a	PASS	..
I1065	I1065	1016, kurgan 2, burial 5, skeleton 4	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.164	168791	M	R-Z2124	R1a1a1b2a2	H6a1a	PASS	..
I1082	I1082	983, kurgan 2, burial 12, skeleton 1	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.304	289803	M	R-Z94	R1a1a1	U5b2a1a2	PASS	..
I1084	I1084	991, kurgan 2, burial 7, skeleton 3	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.262	263252	M	R-Z2124	R1a1a1b2a2	U2e2a	PASS	..
I1086	I1086	1005, kurgan 2, burial 9, skeleton 1	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.555	457293	M	R-Z645	R1a1a1	T1a1	PASS	..
I1088	I1088	1011, kurgan 2, burial 13	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.257	256987	F	n/a (female)	n/a (female)	J1c2m	PASS	..
I1089	I1089	1015, kurgan 2, burial 5, skeleton 3a	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	2.097	829402	F	n/a (female)	n/a (female)	U5b2a1a2	PASS	..
I1090	I1090	1024, kurgan 4, burial 4	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.582	487957	F	n/a (female)	n/a (female)	T1a1	PASS	..
I7480	I7480	39, kurgan 4, grave 8, individual 1	NarasimhanPattersonScience2019	Context: Dates on individual(s) from same site (I0941, I1028, I1064, I1056, I1054, I1058, I1053, I1017, I1057, I1029, I1027, I1020, I0984)	3825	101	2050-1700 BCE	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	3.804717	858726	F	n/a (female)	n/a (female)	K2a5b	PASS	..
I0944	I0944	StepVIIS-1, burial 17, skeleton 1	NarasimhanPattersonScience2019	Direct: IntCal20	3820	79	2026-1701 calBCE (3540±52 BP, AA-90949)	Russia_Petrovka	Stepnoe VII Cemetery	Russia	53.876	59.076	1240K	0.054005	61558	F	n/a (female)	n/a (female)	W	PASS	mtcontam=[0.863,0.954]
I1057	I1057	954, kurgan 4, burial 2, skeleton 5	NarasimhanPattersonScience2019	Direct: IntCal20	3814	53	1951-1770 calBCE (3540±25 BP, PSUAMS-1953)	Russia_MLBA_Sintashta_o2	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	2.131	812591	M	R-Z2124	R1a1a1b2a2	U5a1i1	PASS	..
I0354	I0354	SVP1, Spiridonovka IV, kurgan 1, grave 15	NarasimhanPattersonScience2019 (supplement of MathiesonNature2018, which itself supplements MathiesonNature2015)	Direct: IntCal20	3791	80	2021-1689 calBCE (3517±56 BP, AA-47809)	Russia_Srubnaya_o1	Samara Oblast, Volga River Valley, Samara River, Spiridonovka IV	Russia	53.03	50.39	1240K	0.611429	512837	F	n/a (female)	n/a (female)	U5a1	PASS	..
I1017	I1017	978, kurgan 2, burial 16	NarasimhanPattersonScience2019	Direct: IntCal20	3787	51	1931-1749 calBCE (3520±30 BP, Beta-436294)	Russia_MLBA_Sintashta_o1	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	0.36	334656	M	Q-Z5902	Q1b	H6b1	PASS	..
I1053	I1053	946, kurgan 4, burial 11, skeleton 2	NarasimhanPattersonScience2019	Direct: IntCal20	3785	47	1928-1751 calBCE (3520±25 BP, PSUAMS-2064)	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	3.59	848676	M	R-Z2124	R1a1a1b2a2	H2b	PASS	..
KDC002	KDC002	KDC002.A0101, BZNK-300/1, Kudachurt, kurgan 14, grave 50	WangNatureCommunications2019	Context: Archaeological - Period	3750	58	1900-1700 BCE	Russia_North_Caucasus_MBA	Piedmont/mountains, Kudachurt	Russia	43.354032	43.721893	1240K	1.689177	659618	F	n/a (female)	n/a (female)	HV1a1	PASS	Literature
BOO001.A0101	BOO001	BOO57.1	LamnidisNatureCommunications2018	Direct (WARNING MISSING LAB CODE): IntCal20	3740	117	2024-1542 calBCE (3473±87 BP)	Russia_Bolshoy	Murmansk, Bolshoy Oleniy Ostrov	Russia	69.2239	33.4828	1240K	1.126532	615055	F	n/a (female)	n/a (female)	U4a1 	PASS	Literature
I1064	I1064	1010, kurgan 2, burial 8, skeleton 4	NarasimhanPattersonScience2019	Direct: IntCal20	3739	55	1879-1693 calBCE (3460±20 BP, PSUAMS-2102)	Russia_MLBA_Sintashta	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	2.08	823888	M	R-Y874	R1a1a1b2a2a1d5~	H6a1a	PASS	Xcontam=[0.006,0.014]
BOO002.A0101	BOO002	BOO72.1	LamnidisNatureCommunications2018	Context: Based on other date from same site (BOO001)	3725	159	2050-1500 BCE	Russia_Bolshoy	Murmansk, Bolshoy Oleniy Ostrov	Russia	69.2239	33.4828	1240K	0.75012	528669	M	N-L1026	N1a1a1a1a	Z1a1a 	PASS	Literature
BOO003.A0101	BOO003	BOO72.4	LamnidisNatureCommunications2018	Context: Based on other date from same site (BOO001)	3725	159	2050-1500 BCE	Russia_Bolshoy	Murmansk, Bolshoy Oleniy Ostrov	Russia	69.2239	33.4828	1240K	1.00643	609385	F	n/a (female)	n/a (female)	T2d1b1	PASS	Literature
BOO004.A0101	BOO004	BOO72.7	LamnidisNatureCommunications2018	Context: Based on other date from same site (BOO001)	3725	159	2050-1500 BCE	Russia_Bolshoy	Murmansk, Bolshoy Oleniy Ostrov	Russia	69.2239	33.4828	1240K	2.730692	762133	M	N-L1026	N1a1a1a1a	C4b	PASS	Literature
BOO005.A0101	BOO005	BOO72.10	LamnidisNatureCommunications2018	Context: Based on other date from same site (BOO001)	3725	159	2050-1500 BCE	Russia_Bolshoy	Murmansk, Bolshoy Oleniy Ostrov	Russia	69.2239	33.4828	1240K	2.690273	717262	F	n/a (female)	n/a (female)	U5a1d	PASS	Literature
BOO006.A0101	BOO006	BOO72.15	LamnidisNatureCommunications2018	Context: Based on other date from same site (BOO001)	3725	159	2050-1500 BCE	Russia_Bolshoy	Murmansk, Bolshoy Oleniy Ostrov	Russia	69.2239	33.4828	1240K	0.99568	601972	F	n/a (female)	n/a (female)	D4e4 	PASS	Literature
I0358	I0358	SVP6, Spiridonovka IV, kurgan 2, grave 1	NarasimhanPattersonScience2019 (supplement of MathiesonNature2018)	Direct: IntCal20	3719	82	1921-1619 calBCE (3455±56 BP, AA-47808)	Russia_Srubnaya	Samara Oblast, Volga River Valley, Samara River, Spiridonovka IV	Russia	53.03	50.39	1240K	0.465684	406098	F	n/a (female)	n/a (female)	H6a1a	PASS	..
I1028	I1028	976	NarasimhanPattersonScience2019	Direct: IntCal20	3704	65	1879-1632 calBCE (3440±30 BP, Beta-436293)	Russia_MLBA_Sintashta_o3	Kamennyi Ambar 5 Cemetery	Russia	52.81666667	60.46666667	1240K	1.029	667325	M	R-M478	R1b1a1a1	U2e1'2	PASS	Xcontam=0.01
I0430	I0430	SVP39, Spiridonovka II, kurgan 1, grave 1	NarasimhanPattersonScience2019 (supplement of MathiesonNature2018)	Context: Archaeological - Period	3675	72	1850-1600 BCE	Russia_Srubnaya	Samara Oblast, Volga River Valley, Samara River, Spiridonovka II	Russia	53.08	50.36	1240K	4.494341	958939	M	R-Z2124	R1a1a1b2a2	H3g	PASS	..
I0431	I0431	SVP40, Spiridonovka II, kurgan 1, grave 2	NarasimhanPattersonScience2019 (supplement of MathiesonNature2018)	Context: Archaeological - Period	3675	72	1850-1600 BCE	Russia_Srubnaya	Samara Oblast, Volga River Valley, Samara River, Spiridonovka II	Russia	53.08	50.36	1240K	0.265684	253306	F	n/a (female)	n/a (female)	H2b	PASS	damage.ds.half=0.039-0.05
I0424	I0424	SVP32, Uvarovka I, kurgan 2, grave 1	NarasimhanPattersonScience2019 (supplement of MathiesonNature2018)	Context: Archaeological - Period	3675	72	1850-1600 BCE	Russia_Srubnaya	Samara Oblast, Volga River Valley, Samara River, Uvarovka I	Russia	53.12	48.37	1240K	0.818094	609185	M	R-FT353771	R1a1a1b2a2a1d6~	T2b4	PASS	Xcontam=[0.006,0.05]
I0234	I0234	SVP HB 25, K. 5, gr. 7	MathiesonNature2015	Context: Archaeological - Period	3675	72	1850-1600 BCE	Russia_Srubnaya	Samara Oblast, Volga River Valley, Samara Steppes, Rozhdestveno I	Russia	53.14	50.01	1240K	0.513	451167	F	n/a (female)	n/a (female)	I1a1	PASS	..
I0235	I0235	SVP26	MathiesonNature2015	Context: Archaeological - Period	3675	72	1850-1600 BCE	Russia_Srubnaya	Samara Oblast, Volga River Valley, Samara Steppes, Rozhdestveno I	Russia	53.14	50.01	1240K	0.454	403868	F	n/a (female)	n/a (female)	K1b2a	PASS	..
I3389	I3389	StPet56, collection 3390, individual 4	NarasimhanPattersonScience2019	Context: Archaeological - Period	3600	144	1900-1400 BCE	Russia_MLBA_Krasnoyarsk	Krasnoyarsk Krai, near Orak Ulus, Orak burial place	Russia	55.1924	89.3053	1240K	4.6	805788	M	R-S23592	R1a1a1b2a2a3~	H27+16093	PASS	damage.ds.half=0.049
I3390	I3390	StPet57, collection 3390, individual 2	NarasimhanPattersonScience2019	Context: Archaeological - Period	3600	144	1900-1400 BCE	Russia_MLBA_Krasnoyarsk	Krasnoyarsk Krai, near Orak Ulus, Orak burial place	Russia	55.1924	89.3053	1240K	3.367	792130	F	n/a (female)	n/a (female)	U5a2+16294	PASS	..
I3391	I3391	StPet59, collection 3390, individual 6	NarasimhanPattersonScience2019	Context: Archaeological - Period	3600	144	1900-1400 BCE	Russia_MLBA_Krasnoyarsk	Krasnoyarsk Krai, near Orak Ulus, Orak burial place	Russia	55.1924	89.3053	1240K	1.932	759218	M	R-YP1456	R1a1a1b2a2a3b~	U5b2c	PASS	Xcontam=[0.006,0.013]
I3392	I3392	StPet60, collection 3390, individual 7	NarasimhanPattersonScience2019	Context: Archaeological - Period	3600	144	1900-1400 BCE	Russia_MLBA_Krasnoyarsk	Krasnoyarsk Krai, near Orak Ulus, Orak burial place	Russia	55.1924	89.3053	1240K	2.188	762365	M	R-S23592	R1a1a1b2a2a3~	U2e2a1d	PASS	..
I3394	I3394	StPet62, collection 3864, individual 2	NarasimhanPattersonScience2019	Context: Archaeological - Period	3600	144	1900-1400 BCE	Russia_MLBA_Krasnoyarsk	Krasnoyarsk Krai, near Orak Ulus, Orak burial place	Russia	55.1924	89.3053	1240K	2.759	794739	M	R-S23592	R1a1a1b2a2a3~	U4a1	PASS	..
I3395	I3395	StPet63, collection 3864, individual 3	NarasimhanPattersonScience2019	Context: Archaeological - Period	3600	144	1900-1400 BCE	Russia_MLBA_Krasnoyarsk	Krasnoyarsk Krai, near Orak Ulus, Orak burial place	Russia	55.1924	89.3053	1240K	3.779	800528	F	n/a (female)	n/a (female)	T1a1	PASS	..
